Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,1224.9,1.6,1228.6,1223.7,,, ,1,0,I,1224.9,1227,0,,1223.3,,,,,,160811,,0.081,,15:30:00,,,,,,,,,RUT Index,0,,
RUT 16T1010,-1,,,,0.15,,P,-0.292,0.01,O,0.08,,0,0.016,,2983,,,160819,,160811,-0.08,0.081,-3.917,15:30:00,,1.631,,0,0.478,1010,0.08,0.08,Aug 1010 Puts,,,
RUT 16U1010,-1,,,,0.8,0.299,P,-1.863,0.04,O,0.73,,0,0.026,,523,-0.087,0.295,160916,,160811,-2.322,0.081,-6.565,15:30:00,,17.623,0.29,0,0.3,1010,0.73,0.8,Sep 1010 Puts,,,0.65
RUT 16V1010,-1,,,,3.3,0.274,P,-5.201,0.072,O,3.2,,0,0.04,,339,-0.059,0.272,161021,,160811,-12.982,0.081,-10.535,15:30:00,,57.538,0.27,0,0.276,1010,3.2,3.4,Oct 1010 Puts,,,3.1
RUT 16X1010,-1,,,,9.2,0.262,P,-9.794,0.092,O,8.95,,0,0.058,,152,-0.037,0.26,161216,,160811,-44.61,0.081,-12.405,15:30:00,,124.465,0.257,0,0.262,1010,8.95,9.29,Dec 1010 Puts,,,8.7
RUT 17O1010,-1,,,,19.8,0.253,P,-14.634,0.098,O,19.2,,0,0.081,,39,-0.008,0.25,170317,,160811,-117.182,0.081,-12.115,15:30:00,,215.245,0.247,0.002,0.251,1010,19.2,19.36,Mar17 1010 Puts,,,18.6
RUT 16T1020,-1,,,,0.15,,P,-0.325,0.012,O,0.08,,0,0.016,,4862,,,160819,,160811,-0.089,0.081,-4.17,15:30:00,,1.798,,0,0.459,1020,0.08,0.08,Aug 1020 Puts,,,
RUT 16U1020,-1,,,,0.9,0.291,P,-2.104,0.045,O,0.83,,0,0.026,,1066,-0.078,0.288,160916,,160811,-2.621,0.081,-7.218,15:30:00,,19.54,0.283,0,0.291,1020,0.83,0.9,Sep 1020 Puts,,,0.75
RUT 16V1020,-1,,,,3.6,0.267,P,-5.744,0.079,O,3.5,,0,0.04,,276,-0.062,0.265,161021,,160811,-14.334,0.081,-11.09,15:30:00,,62.232,0.264,0,0.269,1020,3.5,3.73,Oct 1020 Puts,,,3.4
RUT 16X1020,-1,,,,10,0.258,P,-10.574,0.099,O,9.85,,0,0.058,,91,-0.015,0.257,161216,,160811,-48.152,0.081,-13.068,15:30:00,,131.587,0.255,0,0.258,1020,9.85,10,Dec 1020 Puts,,,9.7
RUT 17O1020,-1,,,,21.1,0.25,P,-15.543,0.103,O,20.35,,0,0.081,,5,-0.01,0.246,170317,,160811,-124.46,0.081,-12.375,15:30:00,,224.033,0.243,0.003,0.247,1020,20.35,20.55,Mar17 1020 Puts,,,19.6
RUT 16T1030,-1,,,,0.1,,P,-0.365,0.014,O,0.08,,0,0.015,,2809,,,160819,,160811,-0.1,0.081,-4.46,15:30:00,,1.991,,0,0.441,1030,0.08,0.09,Aug 1030 Puts,,,0.05
RUT 16U1030,-1,,,,1,0.283,P,-2.385,0.052,O,0.95,,0,0.026,,1482,-0.05,0.28,160916,,160811,-2.97,0.081,-7.945,15:30:00,,21.712,0.278,0,0.283,1030,0.95,1,Sep 1030 Puts,,,0.9
RUT 16V1030,-1,,,,4.1,0.263,P,-6.353,0.088,O,3.95,,0,0.039,,158,-0.037,0.261,161021,,160811,-15.848,0.081,-11.969,15:30:00,,67.32,0.259,0,0.263,1030,3.95,4.1,Oct 1030 Puts,,,3.8
RUT 16X1030,-1,,,,10.8,0.253,P,-11.42,0.106,O,10.6,,0,0.058,,169,-0.016,0.252,161216,,160811,-51.996,0.081,-13.559,15:30:00,,139.039,0.25,0,0.253,1030,10.6,10.77,Dec 1030 Puts,,,10.4
