Ticker,Name,Exchange,categoryName,categoryNr
SNE,Sony Corporation,NYQ,Electronic Equipment,314
SNC,"State National Companies, Inc.",NMS,Property & Casualty Insurance,432
BBBY.MX,Bed Bath & Beyond Inc.,MEX,"Specialty Retail, Other",745
SNN,Smith & Nephew plc,NYQ,Medical Appliances & Equipment,521
VIH.HM,VIB VERMOEGEN,HAM,,0
SNI,"Scripps Networks Interactive, Inc.",NMS,Broadcasting - TV,723
XRAY,DENTSPLY International Inc.,NMS,Medical Instruments & Supplies,520
YIHG,Yakun International Investment & Holding Group,PNK,,0
ACLS,Axcelis Technologies Inc.,NMS,Semiconductor Equipment & Materials,834
SNR,New Senior Investment Group Inc.,NYQ,,0
BKY.L,Berkeley Energia Limited,LSE,Industrial Metals & Minerals,133
SNP,China Petroleum & Chemical Corp.,NYQ,Major Integrated Oil & Gas,120
SDISY,Sports Direct International plc,PNK,,0
ACLZ,Accelerize Inc.,OBB,Internet Information Providers,851
SNX,SYNNEX Corp.,NYQ,Business Services,760
SNY,Sanofi,NYQ,Drug Manufacturers - Major,510
6118.TWO,XANDER INTL CORP TWD10,TWO,,0
CUUCF,COMPUTACENTER PLC,PNK,,0
SPW.SG,SPX,STU,Diversified Machinery,622
FVBI11B.SA,FII VBI 4440CI      MB,SAO,,0
WELCURE.BO,Welcure Drugs & Pharmaceuticals Ltd.,BSE,Drug Manufacturers - Major,510
CAS.AX,Crusader Resources Limited,ASX,Gold,134
SMM.AX,Summit Resources Limited,ASX,Copper,131
LSG,Lake Shore Gold Corp.,ASE,,0
QUASAR.BO,QUASAR INDIA LTD,BSE,,0
CPFE3.SA,CPFL Energia S.A.,SAO,,0
DD-PB,E.I. du Pont de Nemours and Com,NYQ,,0
CRN3.F,CREATON VZ,FRA,General Building Materials,634
TIGR,TigerLogic Corporation,PNK,Application Software,821
PJL.BO,Patdiam Jewellery Limited,BSE,,0
31E.F,ZONTE METALS,FRA,,0
BOW.BE,BORYSZEW,BER,,0
RC.TO,RDM Corporation,TOR,Information Technology Services,824
G17.BE,LOTOS,BER,,0
VAPO,"Vaporin, Inc.",OBB,,0
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,NSI,,0
VAPI,Vapir Enterprises Inc.,PNK,,0
VAPE,"Vape Holdings, Inc.",PNK,,0
GWGH,"GWG Holdings, Inc.",NCM,,0
CTCOTTON.BO,CT COTTON YARN LTD.,BSE,,0
MBT.TO,"Manitoba Telecom Services, Inc.",TOR,Wireless Communications,840
PMTYF,Playmates Toys Ltd.,PNK,,0
GWW.F,WW GRAINGER,FRA,Industrial Equipment Wholesale,752
VAPR,"VaporBrands International, Inc.",PNK,,0
35OA.F,OCH-ZIFF CAPT MGT-A,FRA,Asset Management,422
OV8.SI,Sheng Siong Group Ltd.,SES,Grocery Stores,734
QCCP,Quad County Corn Processors Cooperative,PNK,,0
ARCON.MX,ARCOS DOR HLDG A,MEX,,0
QCCO,"QC Holdings, Inc.",PNK,Savings & Loans,419
UAV.L,Unicorn AIM VCT Ord,LSE,,0
0239-OL.HK,PAK FAH YEOW,HKG,,0
IQCD.QA,Industries Qatar Q.S.C.,DOH,,0
GAZP.ME,Public Joint Stock Company Gazprom,MCX,,0
K3HD.SI,Aluminum Corporation Of China Limited,SES,,0
ORA.TO,Aura Minerals Inc.,TOR,Gold,134
ORA.TA,"Ormat Technologies, Inc.",TLV,,0
RON.TO,Rona Inc.,TOR,Home Improvement Stores,736
ABJ.DE,ABB Ltd.,GER,Diversified Machinery,622
3531.TWO,SHIAN YIH ELECTRON TWD10,TWO,,0
MXCYY,Metso Corporation,PNK,,0
BTV.V,BlueRush Media Group Corp.,VAN,Marketing Services,721
TGKO.ME,TAGANROG KOMB,MCX,,0
YABA.MC,JABA I INV.,MCE,,0
GDV-PD,Gabelli Dividend Pfd Series D,NYQ,,0
WA9.SG,WABASH NATIONAL,STU,Trucks & Other Vehicles,331
KUIRF,Kuoni Reisen Holding AG,PNK,,0
GDV-PA,Gabelli Dividend & Income Tr Pr,NYQ,,0
DEEPAKSP.BO,Deepak Spinners Limited,BSE,Textile Industrial,628
MX.TO,Methanex Corporation,TOR,Chemicals - Major Diversified,110
TVX.MC,,,,0
CEOHF,CNOOC Ltd.,PNK,,0
REO.V,Reservoir Capital Corp,VAN,Electric Utilities,911
EDR.TO,Endeavour Silver Corp.,TOR,Silver,135
PVTBP,"PrivateBancorp, Inc.",NMS,,0
554.SI,King Wan Corporation Limited,SES,General Contractors,636
SIPC,"Sipp Industries, Inc.",PNK,,0
YHL.AX,Yanghao International Limited,ASX,,0
MJN,Mead Johnson Nutrition Company,NYQ,Processed & Packaged Goods,342
TMZ.L,Toumaz Limited,LSE,Semiconductor Equipment & Materials,834
DMTX,"Dimension Therapeutics, Inc.",NMS,,0
MMJ.AX,MMJ Phytotech Limited,ASX,Drugs - Generic,512
0867.HK,China Medical System Holdings Ltd.,HKG,Drug Manufacturers - Major,510
ZGY.DU,FIDELITY NATIONAL,DUS,Business Services,760
YBB.F,CARNAVALE RES,FRA,Copper,131
JANL,Janel Corporation,PNK,,0
RBSPF,The Royal Bank of Scotland Group plc,PNK,,0
MALDF,Macau Legend Development Limited,PNK,,0
TONPF,TOPPAN PRINTING LTD,PNK,,0
SBGL,Sibanye Gold Limited,NYQ,Gold,134
ESCA,Escalade Inc.,NGM,Sporting Goods,316
JCA.SG,Compagnie des Alpes SA,STU,,0
TLIF,"TOCCA Life Holdings, Inc.",PNK,,0
TL0.HM,TESLA MOTORS,HAM,,0
RFLINT.BO,RFL International Ltd,BSE,,0
PBR-A,Petróleo Brasileiro S.A. - Petrobras,NYQ,Oil & Gas Drilling & Exploration,123
W2O.SG,SUPER GROUP,STU,,0
CVA.F,CLIFFS NATURAL RES,FRA,Industrial Metals & Minerals,133
579.SI,Oceanus Group Limited,SES,Farm Products,341
INFY.BO,Infosys Limited,BSE,Information Technology Services,824
SRB.DU,STARBUCKS,DUS,Restaurants,712
ENUM,"Enumeral Biomedical Holdings, Inc.",OBB,Biotechnology,515
YPCRO.BA,YPF SA 8.875% NT 19/12/18 USD10,BUE,,0
SRB.DE,Starbucks Corporation,GER,Restaurants,712
BPISF,PIRAEUS BK SA,PNK,,0
EGOV,NIC Inc.,NMS,Application Software,821
GLU-PA,The Gabelli Global Utility and ,ASE,,0
8648.KL,Jasa Kita Bhd,KLS,,0
CSAL,"Communications Sales & Leasing, Inc.",NMS,REIT - Industrial,444
2313.HK,Shenzhou International Group Holdings Ltd.,HKG,Textile Industrial,628
RJC.BE,REP AIRWAYS HLDGS,BER,Major Airlines,770
MCFT,MCBC Holdings Inc.,NGM,Recreational Vehicles,332
MVBF,MVB Financial Corp.,PNK,,0
FABK,First Advantage Bancorp.,PNK,Regional - Southeast Banks,413
KLI1.F,KAWASAKI KISEN,FRA,Shipping,775
CDOC,"Coda Octopus Group, Inc.",PNK,,0
72500P.TWO,YUANTA SECURITIES P/W 15/08/16(,TWO,,0
MHM.L,"Marsh & McLennan Companies, Inc.",LSE,Insurance Brokers,434
PU11.HM,PUETZ VERMOEGEN N,HAM,,0
PTEC.L,Playtech plc,LSE,Gaming Activities,714
TECA.MU,TOSHIBA TEC,MUN,Computer Based Systems,812
TMMI,"TMM, Inc.",PNK,,0
JPR.L,Johnston Press plc,LSE,Publishing - Newspapers,727
721799.TWO,YUANTA SECURITIES C/W 24/06/16(,TWO,,0
EBAY34.SA,eBay Inc.,SAO,,0
APGR,"Anpath Group, Inc., Prior to Reverse Merger with Q2Power, Inc.",PNK,,0
WPLZ11B.SA,FII W PLAZA CI  ER  MB,SAO,,0
OVCGF,OVERSEA CHINESE PFD,PNK,,0
MNRK,"Monarch Financial Holdings, Inc.",NCM,,0
RPRX,Repros Therapeutics Inc.,NCM,Biotechnology,515
KGRSY,Kingsrose Mining Limited,PNK,,0
XLG.BE,XL GROUP,BER,Property & Casualty Insurance,432
056190.KQ,SFA Engineering Corporation,KOE,,0
550002.KS,QV WISE Dividend ETN,KSC,,0
JAPAY,Japan Tobacco Inc.,PNK,,0
JAPAF,Japan Tobacco Inc.,PNK,,0
VISN.TA,Vision Sigma Ltd.,TLV,,0
CREE,"Cree, Inc.",NMS,Semiconductor Equipment & Materials,834
CREG,China Recycling Energy Corporation,NCM,Waste Management,637
ADEL.IS,Adel Kalemcilik Ticaret ve Sanayi Anonim Sirketi,IST,,0
XSG.F,SAIBU GAS,FRA,Gas Utilities,912
XSG.L,Xeros Technology Group plc,LSE,Diversified Machinery,622
RVDM,Riverdale Mining Inc.,PNK,,0
ABLX.BR,Ablynx NV,BRU,Biotechnology,515
RVDO,Riverdale Oil & Gas Corp.,PNK,,0
TCE1.SG,CELLDEX THERAPEUTIC,STU,Biotechnology,515
WXC.F,INV REIT SBI,FRA,REIT - Residential,445
KT2.SI,db x-trackers II - Markit iBoxx ABF Korea Government UCITS ETF,SES,,0
V1RA.BE,VENA RESOURCES,BER,Industrial Metals & Minerals,133
B,Barnes Group Inc.,NYQ,Industrial Equipment & Components,621
NEWLD,NewLead Holdings Limited,PNK,,0
SOW.MU,SOFTWARE,MUN,Business Software & Services,826
SAXJF,Sa Sa International Holdings Ltd.,PNK,,0
XIX.HM,XILINX,HAM,,0
QS2A.MU,SMITHS GROUP,MUN,Diversified Machinery,622
TIDEWATER.NS,"Tide Water Oil Co. (India), Ltd.",NSI,Oil & Gas Refining & Marketing,122
WSG.BE,CN TRADITIONAL CHIN,BER,,0
VMO,Invesco Municipal Opportunity Trust,NYQ,,0
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",ASE,,0
VMI,"Valmont Industries, Inc.",NYQ,Metal Fabrication,626
VMC,Vulcan Materials Company,NYQ,General Building Materials,634
VMW,"VMware, Inc.",NYQ,Technical & System Software,822
WEQL,WellQuest Medical & Wellness Corporation,PNK,,0
WFTBF,West Fraser Timber Co. Ltd.,PNK,,0
AGRX,"Agile Therapeutics, Inc.",NGM,Drugs - Generic,512
STMP,Stamps.com Inc.,NMS,Application Software,821
AGRO,Adecoagro S.A.,NYQ,Farm Products,341
STML,"Stemline Therapeutics, Inc.",NCM,Biotechnology,515
MDG.AX,Medtech Global Limited,ASX,Healthcare Information Services,825
ODX.L,Omega Diagnostics Group PLC,LSE,Medical Instruments & Supplies,520
POLXF,Polydex Pharmaceuticals Ltd.,PNK,,0
ZVAA.BE,CELLECTIS SP ADR,BER,,0
SMWK,"Small World Kids, Inc.",PNK,,0
5141.KL,Dayang Enterprise Holdings Berhad,KLS,,0
CRX.AX,Crestal Petroleum Limited,ASX,,0
GEDIK.IS,Gedik Yatirim Menkul Degerler A.S.,IST,,0
YCU.SG,YUME,STU,,0
3105-OL.HK,X DBMSCIBANGLA,HKG,,0
QCA.CN,Quinsam Capital Corporation,CNQ,,0
WJA-A.TO,WestJet Airlines Ltd.,TOR,,0
XPC.BE,AUSTPAC RESOURCES,BER,,0
FUBAF,Futaba Corp.,PNK,,0
T9Z.BE,ZUMTOBEL GR,BER,Electronics Wholesale,753
ORAGF,Oremex Silver Inc.,PNK,,0
D4OA.L,Downing Four VCT Dp2011 Gen A Shs,LSE,,0
IRC.V,Ironside Resources Inc.,VAN,,0
OOO.AX,BetaShares Crude Oil ETF Ccy Hgd(Synth),ASX,,0
GARO.BA,Garovaglio y Zorraquin S.A.,BUE,Conglomerates,210
QS6A.BE,Q-SOFT N,BER,,0
GPAC,Global Partner Acquisition Corp.,NCM,,0
WILFI.BO,WILWAYFORT INDIA LTD.,BSE,,0
BPHLF,Bank of the Philippine Islands,PNK,,0
NMK-PB,"Niagara Mohawk Holdings, Inc. P",NYQ,,0
CW3.F,CHINA TECH SP ADR,FRA,Communication Equipment,841
DRRX,DURECT Corporation,NGM,Drug Manufacturers - Other,511
LND.L,Landore Resources Ltd.,LSE,Industrial Metals & Minerals,133
RYPTF,RNY PROPERTY TRUST,PNK,,0
SGNT,"Sagent Pharmaceuticals, Inc.",NMS,Drugs - Generic,512
SXV.F,XINHUA WINSHARE -H-,FRA,,0
SGNI,"StemGen, Inc.",OBB,Conglomerates,210
LND.V,Inspira Financial Inc.,VAN,,0
SGNL,"Signal Genetics, Inc.",NCM,Medical Laboratories & Research,525
GGA.TO,Goldgroup Mining Inc.,TOR,Gold,134
QBCAF,Quebecor Inc.,PNK,,0
JRV.AX,Jervois Mining Ltd.,ASX,Copper,131
IHS,IHS Inc.,NYQ,Information & Delivery Services,827
SUN.AX,Suncorp Group Limited,ASX,Property & Casualty Insurance,432
IHT,Innsuites Hospitality Trust,ASE,REIT - Hotel/Motel,443
TPF.L,Taliesin Property Fund Limited,LSE,Property Management,448
8133.HK,Jete Power Holdings Ltd,HKG,,0
IHC,Independence Holding Co.,NYQ,Life Insurance,430
IHG,Intercontinental Hotels Group plc,NYQ,Lodging,710
IHD,Voya Emerging Markets High Dividend Equity Fund,NYQ,,0
OHZ.SG,OMNIA HOLD,STU,Chemicals - Major Diversified,110
IML.PA,Affine R.E.,PAR,REIT - Diversified,440
OROE,"Oro East Mining, Inc.",OBB,Conglomerates,210
SPVNF,Spectra7 Microsystems Inc.,PNK,,0
JUNGH.SW,JUNGHEINRICH VZ,EBS,,0
BUR,Burcon Nutrascience Corporation,NGM,,0
GSAT,Globalstar Inc.,ASE,Wireless Communications,840
BVFL,"BV Financial, Inc.",OBB,Regional - Mid-Atlantic Banks,412
BUI,BlackRock Utility and Infrastructure Trust,NYQ,,0
7062@OM.KL,KHIND HOLDINGS BHD,KLS,,0
NTA.HM,NETAPP,HAM,,0
BUD,Anheuser-Busch InBev SA/NV,NYQ,Beverages - Brewers,346
BER.SI,Otto Marine Limited,SES,,0
3689.KL,Fraser & Neave Holdings Bhd,KLS,,0
MLKIM.PA,"Kimoce, SA",PAR,Business Software & Services,826
VAERF,Anthem Resources Incorporated,PNK,,0
DGDM,"Digital Development Partners, Inc.",OBB,Communication Equipment,841
KRD.F,KARDAN NV,FRA,Asset Management,422
IMKTA,"Ingles Markets, Incorporated",NMS,Grocery Stores,734
721552.TWO,,,,0
VALN.SW,VALORA HLDG N,EBS,,0
RE7.F,REMGRO,FRA,Asset Management,422
HVCW,Harrison Vickers and Waterman Inc.,OBB,,0
ETG.TO,"Entrée Gold Inc.
",TOR,Gold,134
KMG,KMG Chemicals Inc.,NYQ,Specialty Chemicals,113
KMF,"Kayne Anderson Midstream/Energy Fund, Inc.",NYQ,,0
KMB,Kimberly-Clark Corporation,NYQ,Personal Products,323
KMM,Deutsche Multi-Market Income Trust,NYQ,,0
HRTFF,Harte Gold Corp.,PNK,,0
JUBILANT.BO,JUBILANT LIFE SCIENCES LIMITED,BSE,,0
KMI,"Kinder Morgan, Inc.",NYQ,Oil & Gas Pipelines,125
QPTFF,"Quest PharmaTech, Inc.",PNK,,0
KMT,Kennametal Inc.,NYQ,Machine Tools & Accessories,624
0071.HK,"Miramar Hotel and Investment Company, Limited",HKG,Lodging,710
KMX,CarMax Inc.,NYQ,Auto Dealerships,744
31A.BE,ALBERTA OILSANDS,BER,Independent Oil & Gas,121
A60.HM,ALLERGAN,HAM,,0
LLEX,"Lilis Energy, Inc.",PNK,,0
TKOI,"Telkonet, Inc.",PNK,Scientific & Technical Instruments,837
CHEUY,CK Hutchison Holdings Limited,PNK,,0
LLEN,"L & L Energy, Inc.",PNK,Nonmetallic Mineral Mining,136
72504P.TWO,YUANTA SECURITIES P/W 16/08/16(,TWO,,0
MILA.DU,MITSUI O.S.K.LINES,DUS,Shipping,775
OSWAYRN.BO,Oswal Yarns Ltd.,BSE,Textile Industrial,628
BAGR,"Diversified Restaurant Holdings, Inc.",NCM,,0
HTR.MU,HUNTSMAN,MUN,Chemicals - Major Diversified,110
LCT.AX,Living Cell Technologies Limited,ASX,Biotechnology,515
TQC.MU,TOM GROUP,MUN,Publishing - Newspapers,727
YTMF06.AX,,ASX,,0
ALLY,Ally Financial Inc.,NYQ,Mortgage Investment,447
R2:VIVR3S.SA,VIVER INCORP E CON,SAO,,0
KNOS.L,Kainos Group plc,LSE,,0
MYSQ.L,MySQUAR Limited,LSE,,0
BSEFF,"Benesse Holdings, Inc.",PNK,,0
T62.F,TOHO ZINC CO LTD,FRA,Industrial Metals & Minerals,133
KANKF,KANEKA CORP,PNK,,0
ONBI,ONE Bio Corp.,PNK,Biotechnology,515
RIINF,Braveheart Resources Inc.,PNK,,0
MODN,"Model N, Inc.",NYQ,Application Software,821
DUFRY,Dufry AG,PNK,,0
GTH.TO,U.S. Geothermal Inc.,TOR,,0
HZUVF,Horizons US Equity Managed Risk ETF Comm,PNK,,0
AMFW.L,AMEC FOSTER WHEELER,LSE,,0
ALAA.SG,ALLIANCE FIBER OPTI,STU,,0
ZNGKRT-A,,ASX,,0
Y,Alleghany Corporation,NYQ,Property & Casualty Insurance,432
WACMF,"Wacom Co., Ltd.",PNK,,0
SNSUF,Sansiri Public Company Limited,PNK,,0
PPA.BE,PA POWER AUTOMATION,BER,Technical & System Software,822
VMM.A,,ASE,,0
SMCSRVRG-MF.NS,SUNDARAM ASSET MAN MICRO CAP V ,NSI,,0
X1T.SG,XINJIANG TIAN WAT-H,STU,Farm & Construction Machinery,620
WACMY,"Wacom Co., Ltd.",PNK,,0
DTEX-DCA11L0.SA,DURATEX     D11     NM,SAO,,0
CANF,Can-Fite BioPharma Ltd.,ASE,Biotechnology,515
CANN,General Cannabis Corp.,PNK,Property Management,448
CANV,"CV Sciences, Inc.",PNK,,0
TWFH,24Holdings Inc.,PNK,Diversified Investments,423
AKTAF,AKITA Drilling Ltd.,PNK,,0
JPX.SG,AEROVIRONMENT,STU,Aerospace/Defense - Major Diversified,610
GAI,Global-Tech Advanced Innovations Inc.,NGM,,0
VCP.L,Victoria plc,LSE,Home Furnishings & Fixtures,311
3M0.BE,MEIJI HLDGS,BER,Food - Major Diversified,340
AFA.SG,Aeroporto di Firenze S.p.A.,STU,,0
43014.L,SIGNET JEWELERS,LSE,,0
WSE.V,Wellstar Energy Corp.,VAN,Independent Oil & Gas,121
UWV.F,W&T; OFFSHORE,FRA,,0
XCY.SG,OPKO HEALTH,STU,,0
EDV.TO,Endeavour Mining Corporation,TOR,Gold,134
ZH5.MU,BK OF SIAULIAI,MUN,,0
UTGN,UTG Inc.,PNK,Life Insurance,430
3SY.BE,SONY FIN HLDGS,BER,Property & Casualty Insurance,432
IH9.BE,INTERSIL-A,BER,Semiconductor - Broad Line,830
DEX.V,Detector Exploration Ltd.,VAN,Independent Oil & Gas,121
RNY.BE,YAMANA GOLD,BER,Gold,134
JSAIY,J Sainsbury plc,PNK,,0
STO3.BE,STO VZ,BER,General Building Materials,634
BLV.V,Blackstone Ventures Inc.,VAN,,0
4H1.BE,HOWDEN AFRICA HLDGS,BER,,0
NFE.AX,Northern Iron Limited,ASX,,0
S0U.F,SPLUNK,FRA,,0
VIPULDYE.BO,Vipul Dye Chem Ltd.,BSE,Specialty Chemicals,113
YOGIPLY.BO,YOGI POLYESTERS LTD.,BSE,,0
WTRTP,Wintrust Financial Corporation,PNK,,0
PXX.TO,BlackPearl Resources Inc.,TOR,Independent Oil & Gas,121
NHVCF,Northern Vertex Mining Corp,PNK,,0
OVL.AX,Oro Verde Limited,ASX,Gold,134
QJQ.F,ISS,FRA,,0
PMXO,"PMX Communities, Inc.",OBB,"Specialty Retail, Other",745
MV4.SI,Mewah International Inc.,SES,Farm Products,341
CESP6.SA,CESP - Companhia Energética de São Paulo,SAO,,0
PFLT,PennantPark Floating Rate Capital Ltd.,NMS,,0
ZENITHCOMP.NS,ZENITH COMPUTERS LIMITED,NSI,,0
BVF.SG,VALEANT PHARMA INTL,STU,,0
031854.TW,YUANTA SECURITIES C/W 10/11/15(,TAI,,0
SLB,Schlumberger Limited,NYQ,Oil & Gas Equipment & Services,124
BOYP.IS,Boyner Perakende ve Tekstil Yatirimlari Anonim Sirketi,IST,,0
SAX.DE,StrÃ¶er SE,GER,Advertising Agencies,720
UPZPF,UNIPOL GRUPPO FINANZ,PNK,,0
0881-OL.HK,ZHONGSHENG HLDG,HKG,,0
TRYRF,Troy Resources Limited,PNK,,0
AMFC,AMB Financial Corp.,OBB,Savings & Loans,419
AMFE,"Amfil Technologies, Inc.",PNK,,0
XOU.SG,SOHU.COM ,STU,Internet Information Providers,851
RGNX,Regenxbio Inc.,NMS,,0
AMFL,"American Films, Inc.",PNK,,0
005610.KS,"Samlip General Foods Co.,Ltd",KSC,,0
AFX.HM,CARL ZEISS MEDITEC,HAM,,0
AMFW,Amec Foster Wheeler plc,NYQ,,0
HUSA,Houston American Energy Corp.,ASE,Independent Oil & Gas,121
SSOL,"Sunvalley Solar, Inc.",PNK,Electric Utilities,911
AFX.HA,CARL ZEISS MEDITEC,HAN,Medical Laboratories & Research,525
TOBII.ST,Tobii AB (publ),STO,,0
E6A.SI,Yongmao Holdings Limited,SES,Farm & Construction Machinery,620
XEC,Cimarex Energy Co.,NYQ,Independent Oil & Gas,121
XEL,Xcel Energy Inc.,NYQ,Electric Utilities,911
AXPWW,"Axion Power International, Inc.",PNK,,0
XEUA.F,KSH HOLDINGS,FRA,Real Estate Development,449
GTOFFSHORE.BO,GOL OFFSHORE LTD.,BSE,,0
AY3.F,ATLANTICA YIELD,FRA,,0
FRCOY,Fast Retailing Co. Ltd.,PNK,,0
FRCOF,Fast Retailing Co. Ltd.,PNK,,0
ITP.TO,Intertape Polymer Group Inc.,TOR,Packaging & Containers,325
JUMSY,Jumbo SA,PNK,,0
MAG.TO,MAG Silver Corp.,TOR,Silver,135
VEEV,Veeva Systems Inc.,NYQ,Healthcare Information Services,825
JYOTPOL.BO,JYOTI POLY VINYL LTD.,BSE,,0
JEV.F,KENMARE RESOURCES,FRA,,0
USG.L,Ultimate Sports Group Plc,LSE,,0
T3V1.F,STANDARD LIFE,FRA,,0
ETH.MU,ETHAN ALLEN INTRS,MUN,Home Furnishings & Fixtures,311
8143.HK,Hua Xia Healthcare Holdings Limited,HKG,Medical Instruments & Supplies,520
NIBE-B.ST,NIBE Industrier AB (publ),STO,,0
SHOR,"ShoreTel, Inc.",NMS,Communication Equipment,841
SHOS,"Sears Hometown and Outlet Stores, Inc.",NCM,Department Stores,731
FTD.L,Foresight 3 VCT Ord,LSE,,0
MUT3.F,MINERALUEBERK VZ,FRA,,0
SHYAAXPH.BO,SHREE YAAX PHARMA & COSMETICS,BSE,,0
PRU.TO,Perseus Mining Limited,TOR,Gold,134
SESL.PA,SES-imagotag,PAR,Diversified Electronics,836
BLND.L,The British Land Company PLC,LSE,REIT - Retail,446
MVT.CN,MaxTech Ventures Inc.,CNQ,,0
SHOO,"Steven Madden, Ltd.",NMS,Textile - Apparel Footwear & Accessories,321
PPCH,Propanc Health Group Corporation,PNK,,0
MCR,MFS Charter Income Trust,NYQ,,0
OSAGY,OSRAM Licht AG,PNK,,0
TD4.MU,TDC SOFTWARE ENGR,MUN,,0
1771.HK,Sunfonda Group Holdings Limited,HKG,,0
AN5.F,ALPHA SYSTEMS,FRA,Communication Equipment,841
QMIS,QMIS Finance Securities Corporation,PNK,,0
CVLA.DU,VALE PFD-A N1,DUS,Industrial Metals & Minerals,133
019680.KS,"Daekyo Co., Ltd.",KSC,,0
5222.KL,Felda Global Ventures Holdings Berhad,KLS,,0
JPI,Nuveen Preferred and Income Term Fund,NYQ,,0
UHLN,"US Highland, Inc.",PNK,Communication Equipment,841
VIRGOGLOB.BO,VIRGO GLOBAL MEDIA LIMITED,BSE,,0
722201.TWO,YUANTA SECURITIES C/W 24/06/16(,TWO,,0
YSVA.F,REVLTN LIGHT TECHN,FRA,Diversified Electronics,836
5131@BN.KL,ZHULIAN CORPORATION BHD,KLS,,0
AIB1.DU,ALLIED IRISH BANKS,DUS,,0
CGNR.L,Conroy Gold and Natural Resources plc,LSE,,0
GCEI,"Global Clean Energy, Inc.",PNK,Waste Management,637
GCEH,"Global Clean Energy Holdings, Inc.",PNK,Farm Products,341
VALUE.AS,VALUE8,AMS,,0
GBA.AX,Grandbridge Limited,ASX,Conglomerates,210
DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,NYQ,,0
1568.TW,"Tsang Yow Industrial Co., Ltd.",TAI,,0
ESIT,E-SOL International Corp.,PNK,,0
DMXHF,DHX Media Ltd.,PNK,,0
PCQ,PIMCO California Municipal Income Fund,NYQ,,0
SOI.PA,Soitec S.A.,PAR,Semiconductor Equipment & Materials,834
G13.SI,Genting Singapore PLC,SES,Resorts & Casinos,711
PCH,Potlatch Corporation,NMS,"Lumber, Wood Production",632
PCI,PIMCO Dynamic Credit Income Fund,NYQ,,0
PCN,PIMCO Corporate & Income Strategy Fund,NYQ,,0
PCO,Pendrell Corporation,NCM,Business Services,760
PCL,Plum Creek Timber Co. Inc.,NYQ,,0
PCM,PCM Fund Inc.,NYQ,,0
PCF,Putnam High Income Securities Fund,NYQ,,0
PCG,PG&E; Corporation,NYQ,Electric Utilities,911
AV4A.HM,Advantec Beteiligungskapital AG & Co. KGaA,HAM,,0
THLD,Threshold Pharmaceuticals Inc.,NCM,Biotechnology,515
DCD.L,DCD Media Plc,LSE,Entertainment - Diversified,722
OLI.MI,Olidata SpA,MIL,Computer Based Systems,812
BMER,"Boomerang Systems, Inc.",PNK,,0
SZG.DE,Salzgitter AG,GER,Steel & Iron,130
TWZ.F,TRICAN WELL SVC,FRA,Oil & Gas Equipment & Services,124
PRATIBHA.BO,Pratibha Industries Ltd.,BSE,General Contractors,636
PSYTF,Pason Systems Inc.,PNK,,0
4XI.SG,XINCHEN CN POWER,STU,,0
0746.HK,Lee & Man Chemical Company Limited,HKG,Textile - Apparel Clothing,320
WDN.TO,Waldron Energy Corporation,TOR,,0
GBIM,GlobeImmune Inc.,NCM,Biotechnology,515
IOC.BE,ITOCHU,BER,Conglomerates,210
IOC.BO,Indian Oil Corporation Limited,BSE,Oil & Gas Refining & Marketing,122
MBCFF,MBAC Fertilizer Corp,PNK,,0
AKS,AK Steel Holding Corporation,NYQ,Steel & Iron,130
KAN.BE,UNIMAT RETIRE,BER,Medical Laboratories & Research,525
AKP,"Alliance California Municipal Income Fund, Inc.",NYQ,,0
HI6.SG,HAITIAN INTERNATION,STU,Diversified Machinery,622
WR.V,Worldwide Resources Corp.,VAN,,0
MV9L.DU,AM MOVIL SP ADR-L,DUS,Wireless Communications,840
0OII.L,Zaklady Azotowe Pulawy Spolka Akcyjna,LSE,,0
AKG,Asanko Gold Inc.,ASE,Gold,134
BDRX11.SA,BDRX        BDR,SAO,,0
MECK,Mecklermedia Corporation,PNK,,0
6W2.DU,WS ATKINS,DUS,Business Services,760
CVVT,"China Valves Technology, Inc.",PNK,,0
GULFOIL6.BO,GULF OIL CORPORATION LTD,BSE,,0
0406-OL.HK,YAU LEE HOLD,HKG,,0
YGYO.IS,Yesil Gayrimenkul Yatirim Ortakligi AS,IST,,0
4CWA.F,CHINA NEW TOWN REGS,FRA,Real Estate Development,449
FDSA.L,Fidessa group plc,LSE,Business Software & Services,826
MMU,Western Asset Managed Municipals Fund Inc.,NYQ,,0
MMT,MFS Multimarket Income Trust,NYQ,,0
IZ1.F,1ST QUANTUM MINLS,FRA,Industrial Metals & Minerals,133
MMP,Magellan Midstream Partners LP,NYQ,Oil & Gas Pipelines,125
MMS,"MAXIMUS, Inc.",NYQ,Business Services,760
MMM,3M Company,NYQ,Diversified Machinery,622
MMI,"Marcus & Millichap, Inc.",NYQ,Real Estate Development,449
MMD,MainStay DefinedTerm Municipal Opportunities Fund,NYQ,,0
JXS.SG,OREXIGEN THERAPUTCS,STU,Drugs - Generic,512
MMC,"Marsh & McLennan Companies, Inc.",NYQ,Insurance Brokers,434
KRA.AX,BuyMyPlace.com.au Limited,ASX,Industrial Metals & Minerals,133
WIL.L,Wilmington plc,LSE,Publishing - Newspapers,727
