Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,730.7,6.7,735.2,724.5,,, ,1,0,I,730.7,724.5,0,,724,,,,,,080108,,0.193,,15:30:00,,,,,,,,,RUT Index,0,,
RUWMH,0.1,,,,0.2,0.756,P,-0.132,0.006,O,0.15,,0,0.022,,500,,,080118,,080108,-0.027,0.193,-1.327,15:30:00,,0.529,,0,0.62,540,0.15,0.03,Jan 540 Puts,,,
RUWNH,0.35,,,,0.35,0.419,P,-0.845,0.024,O,0.21,,0,0.034,,103,-0.25,,080215,,080108,-0.671,0.193,-2.766,15:30:00,,5.453,,0,0.407,540,0.21,0.28,Feb 540 Puts,,2,0.05
RUWOH,,,,,,,P,-2.899,0.053,O,0,,0,0.051,,,,,080321,,,-4.515,0.193,-5.373,,,21.665,,0,0.379,540,,1.47,Mar 540 Puts,,,
RUWRH,-1,,,,7.9,0.374,P,-8.993,0.086,O,7.65,,0,0.099,,290,-0.126,0.371,080620,,080108,-33.283,0.193,-7.866,15:30:00,,79.346,0.368,0.008,0.385,540,7.65,8.75,Jun 540 Puts,,,7.4
RUWUH,-1,,,,,,P,-11.433,0.088,O,-1,,0,0.125,,,,,080919,,080108,-67.688,0.193,-7.522,15:30:00,,117.567,,0.024,0.363,540,,14.05,Sep 540 Puts,,,
RUWMJ,0.07,,,,0.2,0.715,P,-0.171,0.008,O,0.14,,0,0.022,,2980,,,080118,,080108,-0.035,0.193,-1.636,15:30:00,,0.669,,0,0.598,550,0.14,0.04,Jan 550 Puts,,,
RUWNJ,0.57,,,,0.55,0.422,P,-1.1,0.031,O,0.38,,0,0.034,,6366,0.027,0.401,080215,,080108,-0.873,0.193,-3.498,15:30:00,,6.86,0.369,0,0.399,550,0.38,0.37,Feb 550 Puts,,90,0.2
RUWOJ,-1,,,,,,P,-3.534,0.064,O,1.65,,0,0.052,,1761,-0.093,0.368,080321,,080108,-5.51,0.193,-5.788,15:30:00,,25.504,0.368,0,0.375,550,1.65,1.82,Mar 550 Puts,,,1.65
RUWRJ,-1,,,,9.1,0.372,P,-9.956,0.094,O,8.8,,0,0.1,,3334,-0.098,0.369,080620,,080108,-36.875,0.193,-8.54,15:30:00,,85.507,0.365,0.011,0.38,550,8.8,9.76,Jun 550 Puts,,,8.5
RUWUJ,-1,,,,15.4,0.359,P,-12.462,0.094,O,15.1,,0,0.126,,,-0.023,0.356,080919,,080108,-73.884,0.193,-7.745,15:30:00,,124.928,0.354,0.031,0.359,550,15.1,15.46,Sep 550 Puts,,,14.8
RUWAL,-1,,,,175.3,,C,98.802,0.035,O,174.8,,0,0.231,,65,0.02,,080118,,080108,15.069,0.193,-17.218,15:30:00,,3.784,,1,0.734,560,4.1,171.41,Jan 560 Calls,,,174.3
