Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,694.3,-7.8,702.8,693.3,,, ,1,0,I,694.3,702.5,0,,702.1,,,,,,080327,,0.274,,15:30:00,,,,,,,,,RUT Index,0,,
RUWPF,0.2,,,,0.2,0.462,P,-0.537,0.021,O,0.15,,0,0.026,,4626,,,080418,,080327,-0.232,0.274,-2.462,15:30:00,,2.644,,0,0.44,530,0.15,0.13,Apr 530 Puts,,180,0.1
RUWQF,-1,,,,1.35,0.408,P,-3.076,0.067,O,1.27,,0,0.046,,1490,-0.031,0.403,080516,,080327,-3.094,0.274,-6.897,15:30:00,,17.878,0.399,0.004,0.406,530,1.27,1.31,May 530 Puts,,,1.2
RUWRF,-1,,,,,,P,-6.192,0.095,O,3.6,,0,0.064,,781,-0.032,0.383,080620,,080327,-10.821,0.274,-8.862,15:30:00,,40.86,0.383,0.021,0.386,530,3.6,3.72,Jun 530 Puts,,,3.6
RUWUF,,,,,,,P,-12.044,0.113,O,0,,0,0.105,,,,,080919,,,-45.624,0.274,-9.788,,,96.102,,0.079,0.371,530,,11.81,Sep 530 Puts,,,
RUWXF,-1,,,,19.3,0.36,P,-15.148,0.111,O,19.05,,0,0.136,,,-0.007,0.358,081219,,080327,-89.895,0.274,-8.761,15:30:00,,137.941,0.356,0.125,0.359,530,19.05,19.18,Dec 530 Puts,,,18.8
RUWPH,0.23,,,,0.25,0.446,P,-0.754,0.028,O,0.2,,0,0.027,,10940,0.053,0.434,080418,,080327,-0.326,0.274,-3.451,15:30:00,,3.566,,0,0.43,540,0.2,0.19,Apr 540 Puts,,656,0.15
RUWQH,-1,,,,1.75,0.404,P,-3.837,0.081,O,1.63,,0,0.047,,5368,-0.024,0.398,080516,,080327,-3.863,0.274,-8.25,15:30:00,,21.431,0.392,0.007,0.4,540,1.63,1.67,May 540 Puts,,,1.5
RUWRH,-1,,,,,,P,-7.292,0.109,O,4.3,,0,0.066,,438,-0.034,0.378,080620,,080327,-12.762,0.274,-9.907,15:30:00,,46.355,0.378,0.029,0.381,540,4.3,4.45,Jun 540 Puts,,,4.3
RUWUH,-1,,,,,,P,-13.324,0.123,O,-1,,0,0.106,,,,,080919,,080327,-50.539,0.274,-10.352,15:30:00,,103.089,,0.094,0.366,540,,13.21,Sep 540 Puts,,,
RUWXH,-1,,,,21.6,0.359,P,-16.426,0.119,O,21.05,,0,0.137,,,0.003,0.355,081219,,080327,-97.619,0.274,-9.179,15:30:00,,145.462,0.351,0.143,0.355,540,21.05,20.99,Dec 540 Puts,,,20.5
RUWDJ,-1,,,,147.7,,C,97.412,0.07,O,146.4,,0,0.204,,90,0.01,,080418,,080327,31.973,0.274,-12.858,15:30:00,,10.279,,1,0.503,550,2.1,144.89,Apr 550 Calls,,,145.1
RUWEJ,-1,,,,146,,C,94.109,0.108,O,144.9,,0,0.207,,19,-0.012,,080516,,080327,69.195,0.274,-14.117,15:30:00,,30.182,,0.989,0.423,550,0.6,146.59,May 550 Calls,,,143.8
RUWFJ,-1,,,,148,,C,90.022,0.129,O,147.5,,0,0.217,,87,-0.018,,080620,,080327,109.983,0.274,-15.391,15:30:00,,58.58,,0.96,0.406,550,3.2,150.26,Jun 550 Calls,,,147
RUWIJ,-1,,,,157.5,,C,85.063,0.133,O,157.75,,0,0.237,,61,-0.001,,080919,,080327,206.499,0.274,-13.037,15:30:00,,111.375,,0.888,0.366,550,13.45,157.84,Sep 550 Calls,,,158
RUWLJ,-1,,,,168.3,0.371,C,82.085,0.126,O,165.25,,0,0.256,,701,-0.002,0.351,081219,,080327,291.032,0.274,-11.582,15:30:00,,153.731,0.331,0.839,0.354,550,20.95,165.65,Dec 550 Calls,,,162.2
RUWPJ,-1,,,,0.35,0.436,P,-1.053,0.039,O,0.35,,0,0.027,,7543,0.296,,080418,,080327,-0.456,0.274,-4.306,15:30:00,,4.776,,0,0.42,550,0.35,0.27,Apr 550 Puts,,,
RUWQJ,-1,,,,2,0.389,P,-4.756,0.098,O,2,,0,0.047,,2035,-0.048,,080516,,080327,-4.794,0.274,-9.819,15:30:00,,25.485,,0.011,0.393,550,2,2.1,May 550 Puts,,,
RUWRJ,-1,,,,5.9,0.387,P,-8.545,0.124,O,5.65,,0,0.067,,3505,0.064,0.383,080620,,080327,-14.977,0.274,-11.844,15:30:00,,52.254,0.378,0.04,0.376,550,5.65,5.31,Jun 550 Puts,,,5.4
RUWUJ,-1,,,,14.8,0.362,P,-14.704,0.133,O,14.8,,0,0.108,,9267,0.005,,080919,,080327,-55.852,0.274,-10.911,15:30:00,,110.213,,0.112,0.361,550,14.8,14.73,Sep 550 Puts,,,
RUWXJ,-1,,,,,,P,-17.778,0.126,O,22.8,,0,0.138,,1256,-0.006,0.35,081219,,080327,-105.811,0.274,-9.456,15:30:00,,152.994,0.35,0.161,0.351,550,22.8,22.93,Dec 550 Puts,,,22.8
RUWDL,-1,,,,134.9,,C,96.843,0.086,O,133.7,,0,0.19,,26,-0.01,,080418,,080327,32.326,0.274,-14.513,15:30:00,,12.125,,0.999,0.486,560,-0.6,135.08,Apr 560 Calls,,,132.5
RUWEL,-1,,,,136.7,,C,93.032,0.126,O,136,,0,0.195,,26,-0.008,,080516,,080327,69.466,0.274,-15.582,15:30:00,,34.379,,0.983,0.413,560,1.7,137.16,May 560 Calls,,,135.3
RUWFL,-1,,,,142.1,,C,88.701,0.144,O,141.3,,0,0.206,,261,0,,080620,,080327,109.953,0.274,-16.409,15:30:00,,64.074,,0.947,0.398,560,7,141.26,Jun 560 Calls,,,140.5
RUWIL,-1,,,,151,,C,83.586,0.143,O,149.65,,0,0.227,,21,0,,080919,,080327,205.572,0.274,-13.615,15:30:00,,118.492,,0.869,0.361,560,15.35,149.59,Sep 560 Calls,,,148.3
RUWLL,-1,,,,159.8,0.362,C,80.665,0.134,O,157.4,,0,0.247,,,-0.003,0.347,081219,,080327,289.614,0.274,-11.923,15:30:00,,161.16,0.332,0.819,0.35,560,23.1,157.84,Dec 560 Calls,,,155
RUWPL,-1,,,,0.55,0.435,P,-1.463,0.053,O,0.55,,0,0.027,,9357,0.486,,080418,,080327,-0.634,0.274,-5.629,15:30:00,,6.347,,0.001,0.411,560,0.55,0.37,Apr 560 Puts,,,
RUWQL,-1,,,,2.85,0.395,P,-5.858,0.118,O,2.68,,0,0.049,,2584,0.015,0.389,080516,,080327,-5.912,0.274,-11.564,15:30:00,,30.057,0.383,0.017,0.388,560,2.68,2.64,May 560 Puts,,,2.5
RUWRL,-1,,,,,,P,-9.962,0.141,O,6.2,,0,0.068,,734,-0.017,0.37,080620,,080327,-17.488,0.274,-12.362,15:30:00,,58.522,0.37,0.053,0.372,560,6.2,6.31,Jun 560 Puts,,,6.2
RUWUL,-1,,,,16.6,0.358,P,-16.187,0.144,O,16.2,,0,0.109,,750,-0.013,0.355,080919,,080327,-61.578,0.274,-11.348,15:30:00,,117.428,0.352,0.131,0.357,560,16.2,16.41,Sep 560 Puts,,,15.8
RUWXL,-1,,,,25.3,0.349,P,-19.204,0.134,O,24.75,,0,0.14,,,-0.01,0.345,081219,,080327,-114.481,0.274,-9.762,15:30:00,,160.494,0.342,0.181,0.347,560,24.75,25.01,Dec 560 Puts,,,24.2
RUWDN,-1,,,,123.9,,C,96.136,0.105,O,124.8,,0,0.176,,61,-0.004,,080418,,080327,32.619,0.274,-16.397,15:30:00,,14.307,,0.998,0.47,570,0.5,125.32,Apr 570 Calls,,,125.7
RUWEN,-1,,,,126.5,,C,91.776,0.147,O,125.95,,0,0.182,,15,-0.015,,080516,,080327,69.552,0.274,-17.143,15:30:00,,38.997,,0.974,0.404,570,1.65,127.83,May 570 Calls,,,125.4
RUWFN,-1,,,,134.6,,C,87.228,0.16,O,133.15,,0,0.194,,123,0.006,,080620,,080327,109.649,0.274,-17.441,15:30:00,,69.841,,0.931,0.39,570,8.85,132.38,Jun 570 Calls,,,131.7
RUWIN,-1,,,,141.5,,C,82.005,0.154,O,141.5,,0,0.218,,40,0,,080919,,080327,204.228,0.274,-14.177,15:30:00,,125.64,,0.848,0.357,570,17.2,141.5,Sep 570 Calls,,,141.5
RUWLN,-1,,,,150.4,0.347,C,79.17,0.141,O,149.8,,0,0.238,,,-0.003,0.343,081219,,080327,287.718,0.274,-12.291,15:30:00,,168.508,0.34,0.799,0.346,570,25.5,150.19,Dec 570 Calls,,,149.2
RUWPN,-1,,,,0.5,0.398,P,-2.022,0.072,O,0.43,,0,0.028,,13419,-0.189,0.389,080418,,080327,-0.876,0.274,-6.223,15:30:00,,8.362,0.377,0.002,0.401,570,0.43,0.53,Apr 570 Puts,,,0.35
RUWQN,-1,,,,3.2,0.379,P,-7.169,0.14,O,3.2,,0,0.05,,3343,-0.03,0.379,080516,,080327,-7.245,0.274,-12.862,15:30:00,,35.147,0.379,0.026,0.382,570,3.2,3.3,May 570 Puts,,,3.2
RUWRN,-1,,,,,,P,-11.554,0.159,O,7.5,,0,0.07,,1601,0.004,0.368,080620,,080327,-20.318,0.274,-13.803,15:30:00,,65.109,0.368,0.069,0.367,570,7.5,7.47,Jun 570 Puts,,,7.5
RUWUN,-1,,,,18.3,0.353,P,-17.776,0.154,O,18.05,,0,0.111,,545,-0.01,0.351,080919,,080327,-67.729,0.274,-11.911,15:30:00,,124.68,0.349,0.152,0.352,570,18.05,18.24,Sep 570 Puts,,,17.8
RUWXN,-1,,,,27.8,0.346,P,-20.704,0.142,O,27.5,,0,0.142,,,0.01,0.344,081219,,080327,-123.627,0.274,-10.201,15:30:00,,167.911,0.342,0.201,0.343,570,27.5,27.24,Dec 570 Puts,,,27.2
