Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,ExpDate,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,730.6,0,730.9,728.1,,, ,1,0,I,730.6,730.1,0,,730.6,,,,,,080619,,0.147,,15:30:00,,,,,,,,,RUT Index,0,,
RUWRR,0.05,,,,0.15,,P,0,0,O,0.07,,0,0,,7400,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,590,0.07,0,Jun 590 Puts,,,
RUWSR,0.4,,,,0.55,0.374,P,-1.562,0.053,O,0.42,,0,0.028,,3816,-0.023,0.359,080718,,080619,-0.938,0.147,-4.732,15:30:00,,8.108,0.343,0,0.36,590,0.42,0.43,Jul 590 Puts,,,0.3
RUWTR,2.25,-0.11,2.25,2.25,2.3,0.347,P,-5.031,0.105,O,2.15,2.25,0,0.044,2.36,2159,-0.018,0.342,080815,,080619,-6.052,0.147,-8.593,15:30:00,,29.924,0.337,0,0.343,590,2.15,2.19,Aug 590 Puts,,19,2
RUWUR,4.6,,,,5.5,0.338,P,-8.803,0.131,O,5.27,,0,0.062,,867,-0.011,0.334,080919,,080619,-17.433,0.147,-10.151,15:30:00,,58.404,0.331,0.002,0.335,590,5.27,5.33,Sep 590 Puts,,,5.1
RUWXR,17.91,,,,14.7,0.33,P,-14.99,0.139,O,14.47,,0,0.099,,112,-0.005,0.328,081219,,080619,-61.487,0.147,-9.965,15:30:00,,119.431,0.323,0.02,0.328,590,14.47,14.55,Dec 590 Puts,,,13.9
RUWRT,0.06,,,,0.15,,P,0,0,O,0.07,,0,0,,8166,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,600,0.07,0,Jun 600 Puts,,,
RUWST,0.59,0.04,0.59,0.59,0.7,0.363,P,-2.069,0.069,O,0.6,0.59,0,0.028,0.55,7456,0.053,0.354,080718,,080619,-1.242,0.147,-6.222,15:30:00,,10.298,0.344,0,0.351,600,0.6,0.57,Jul 600 Puts,,2,0.5
RUWTT,2.84,,,,2.85,0.341,P,-6.105,0.125,O,2.68,,0,0.045,,2435,-0.004,0.336,080815,,080619,-7.349,0.147,-9.962,15:30:00,,34.851,0.331,0,0.336,600,2.68,2.69,Aug 600 Puts,,,2.5
RUWUT,5.5,,,,6.5,0.334,P,-10.182,0.148,O,6.21,,0,0.063,,865,-0.005,0.329,080919,,080619,-20.184,0.147,-11.143,15:30:00,,64.999,0.326,0.004,0.33,600,6.21,6.24,Sep 600 Puts,,,6
RUWXT,18.1,,,,16.4,0.326,P,-16.493,0.15,O,16.1,,0,0.101,,3979,-0.005,0.324,081219,,080619,-67.743,0.147,-10.437,15:30:00,,127.156,0.32,0.029,0.324,600,16.1,16.18,Dec 600 Puts,,,15.6
RUYFB,136.8,,,,121.8,,C,100,0,O,122.04,,0,0,,530,0.012,,080620,,080619,1.67,0.147,-2.788,15:30:00,,0,,1,0.236,610,1.44,120.59,Jun 610 Calls,,,120.8
RUYGB,122.7,,,,122.1,,C,95.753,0.115,O,121.75,,0,0.162,,74,0,,080718,,080619,45.792,0.147,-14.934,15:30:00,,18.659,,1,0.383,610,1.15,121.69,Jul 610 Calls,,,121.3
RUYHB,-1,,,,124.6,,C,91.011,0.157,O,124.1,,0,0.169,,17,-0.004,,080815,,080619,83.996,0.147,-17.389,15:30:00,,46.778,,0.999,0.359,610,3.5,124.57,Aug 610 Calls,,,123.6
RUYIB,115.6,,,,128.3,,C,87.401,0.168,O,126.98,,0,0.178,,168,-0.009,,080919,,080619,127.75,0.147,-16.562,15:30:00,,75.626,,0.993,0.338,610,6.38,128.1,Sep 610 Calls,,,126.8
RUYLB,-1,,,,139.6,0.335,C,81.454,0.159,O,138.2,,0,0.203,,73,-0.003,0.325,081219,,080619,225.695,0.147,-14.724,15:30:00,,136.95,0.315,0.958,0.328,610,17.6,138.6,Dec 610 Calls,,,136.8
RUYRB,0.05,,,,0.05,,P,0,0,O,0.03,,0,0,,7132,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,610,0.03,0,Jun 610 Puts,,,
RUYSB,0.9,,,,0.9,0.352,P,-2.735,0.09,O,0.8,,0,0.028,,9729,0.053,0.344,080718,,080619,-1.643,0.147,-7.659,15:30:00,,13.016,0.337,0,0.341,610,0.8,0.76,Jul 610 Puts,,,0.7
RUYTB,3.46,-0.05,3.46,3.46,3.5,0.335,P,-7.382,0.147,O,3.31,3.46,0,0.046,3.51,3752,0.003,0.33,080815,,080619,-8.893,0.147,-11.353,15:30:00,,40.348,0.325,0.001,0.33,610,3.31,3.3,Aug 610 Puts,,1,3.1
RUYUB,6.57,,,,7.6,0.328,P,-11.737,0.167,O,7.31,,0,0.064,,841,0.001,0.324,080919,,080619,-23.294,0.147,-12.161,15:30:00,,71.97,0.321,0.007,0.324,610,7.31,7.3,Sep 610 Puts,,,7.1
RUYXB,26.4,,,,18.3,0.322,P,-18.106,0.161,O,18.26,,0,0.102,,346,0.016,0.322,081219,,080619,-74.473,0.147,-11.034,15:30:00,,134.924,0.315,0.042,0.32,610,18.26,17.97,Dec 610 Puts,,,17.4
RUYFD,118.9,,,,111.9,,C,100,0,O,111.76,,0,0,,357,0.011,,080620,,080619,1.697,0.147,-2.834,15:30:00,,0,,1,0.236,620,1.16,110.59,Jun 620 Calls,,,110.9
RUYGD,118.78,,,,112.4,,C,94.777,0.14,O,112.32,,0,0.15,,64,0.003,,080718,,080619,45.994,0.147,-16.685,15:30:00,,22.021,,1,0.37,620,1.72,112.02,Jul 620 Calls,,,111.6
RUYHD,-1,,,,115.4,,C,89.54,0.18,O,114.85,,0,0.158,,42,-0.005,,080815,,080619,83.762,0.147,-18.694,15:30:00,,52.271,,0.998,0.349,620,4.25,115.37,Aug 620 Calls,,,114.3
RUYID,92.9,,,,119.8,,C,85.732,0.187,O,117.71,,0,0.168,,203,-0.014,,080919,,080619,126.906,0.147,-17.477,15:30:00,,82.359,,0.987,0.331,620,7.11,119.33,Sep 620 Calls,,,118.1
RUYLD,-1,,,,131.7,0.33,C,79.787,0.171,O,130.3,,0,0.194,,12,-0.002,0.321,081219,,080619,223.671,0.147,-15.221,15:30:00,,144.315,0.311,0.943,0.323,620,19.7,130.59,Dec 620 Calls,,,128.9
RUYRD,0.05,,,,0.15,,P,0,0,O,0.07,,0,0,,14014,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,620,0.07,0,Jun 620 Puts,,,
RUYSD,1.13,0.21,1.13,1.13,1.2,0.343,P,-3.607,0.116,O,1.08,1.13,0,0.029,0.92,12833,0.069,0.336,080718,,080619,-2.167,0.147,-9.481,15:30:00,,16.354,0.328,0,0.332,620,1.08,1.01,Jul 620 Puts,,2,0.95
RUYTD,4.13,,,,4.3,0.329,P,-8.891,0.173,O,4.05,,0,0.047,,3905,0.005,0.324,080815,,080619,-10.721,0.147,-12.79,15:30:00,,46.412,0.318,0.002,0.323,620,4.05,4.03,Aug 620 Puts,,,3.8
RUYUD,7.4,,,,8.9,0.324,P,-13.484,0.187,O,8.54,,0,0.065,,3092,0.004,0.319,080919,,080619,-26.794,0.147,-13.192,15:30:00,,79.261,0.316,0.013,0.319,620,8.54,8.51,Sep 620 Puts,,,8.3
RUYXD,30.6,,,,20.4,0.319,P,-19.828,0.172,O,20.31,,0,0.103,,374,0.02,0.318,081219,,080619,-81.68,0.147,-11.492,15:30:00,,142.663,0.311,0.057,0.316,620,20.31,19.92,Dec 620 Puts,,,19.2
RUYFF,108.8,,,,101.8,,C,100,0,O,101.66,,0,0,,524,0.011,,080620,,080619,1.725,0.147,-2.88,15:30:00,,0,,1,0.236,630,1.06,100.59,Jun 630 Calls,,,100.8
RUYGF,99.18,,,,102.7,,C,93.563,0.171,O,102.1,,0,0.137,,29,-0.003,,080718,,080619,46.052,0.147,-18.638,15:30:00,,25.942,,1,0.357,630,1.5,102.44,Jul 630 Calls,,,101.8
RUYHF,-1,,,,106.4,,C,87.839,0.206,O,105.8,,0,0.147,,36,-0.005,,080815,,080619,83.245,0.147,-20.038,15:30:00,,58.194,,0.994,0.34,630,5.2,106.3,Aug 630 Calls,,,105.2
RUYIF,96.5,,,,111.1,,C,83.872,0.207,O,109.74,,0,0.158,,120,-0.009,,080919,,080619,125.673,0.147,-18.381,15:30:00,,89.329,,0.977,0.324,630,9.14,110.72,Sep 630 Calls,,,109.7
RUYLF,121.9,,,,123.8,0.325,C,78.007,0.182,O,122.47,,0,0.186,,212,-0.002,0.316,081219,,080619,221.158,0.147,-15.633,15:30:00,,151.618,0.307,0.923,0.318,630,21.87,122.75,Dec 630 Calls,,,121.2
RUYRF,0.03,,,,0.15,,P,0,0,O,0.07,,0,0,,23622,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,630,0.07,0,Jun 630 Puts,,,
RUYSF,1.56,,,,1.5,0.33,P,-4.742,0.149,O,1.34,,0,0.029,,19874,-0.007,0.323,080718,,080619,-2.851,0.147,-10.927,15:30:00,,20.402,0.313,0,0.323,630,1.34,1.35,Jul 630 Puts,,,1.15
RUYTF,5.04,-0.11,5.04,5.04,5.2,0.322,P,-10.663,0.202,O,4.95,5.04,0,0.047,5.15,5721,0.008,0.317,080815,,080619,-12.871,0.147,-14.303,15:30:00,,53.013,0.313,0.006,0.317,630,4.95,4.91,Aug 630 Puts,,10,4.7
RUYUF,10.49,,,,10.3,0.318,P,-15.434,0.208,O,10.02,,0,0.066,,1418,0.012,0.315,080919,,080619,-30.711,0.147,-14.261,15:30:00,,86.797,0.311,0.023,0.314,630,10.02,9.9,Sep 630 Puts,,,9.7
RUYXF,19.4,,,,22.5,0.314,P,-21.658,0.184,O,21.73,,0,0.105,,586,-0.014,0.309,081219,,080619,-89.356,0.147,-11.634,15:30:00,,150.289,0.306,0.077,0.311,630,21.73,22.03,Dec 630 Puts,,,21.2
RUYFH,89.4,,,,92,,C,100,0,O,91.35,,0,0,,466,0.008,,080620,,080619,1.752,0.147,-2.925,15:30:00,,0,,1,0.236,640,0.75,90.59,Jun 640 Calls,,,90.9
RUYGH,102.26,,,,93.2,,C,92.055,0.209,O,93.25,,0,0.125,,132,0.003,,080718,,080619,45.932,0.147,-20.792,15:30:00,,30.477,,0.999,0.345,640,2.65,92.96,Jul 640 Calls,,,92.4
RUYHH,-1,,,,97.4,,C,85.878,0.235,O,96.9,,0,0.137,,67,-0.005,,080815,,080619,82.41,0.147,-21.4,15:30:00,,64.509,,0.988,0.331,640,6.3,97.38,Aug 640 Calls,,,96.4
RUYIH,94.8,,,,102.8,0.323,C,81.807,0.228,O,101.7,,0,0.149,,118,-0.006,0.312,080919,,080619,124.021,0.147,-18.746,15:30:00,,96.461,0.308,0.963,0.318,640,11.1,102.28,Sep 640 Calls,,,101.3
RUYLH,123.7,,,,116.3,0.32,C,76.113,0.194,O,115.41,,0,0.178,,61,0.003,0.315,081219,,080619,218.145,0.147,-16.233,15:30:00,,158.788,0.304,0.898,0.313,640,24.81,115.09,Dec 640 Calls,,,113.7
RUYRH,0.05,,,,0.15,,P,0,0,O,0.07,,0,0,,17476,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,640,0.07,0,Jun 640 Puts,,,
RUYSH,1.76,-0.09,1.76,1.76,1.9,0.318,P,-6.21,0.19,O,1.8,1.76,0,0.03,1.85,17862,0,0.314,080718,,080619,-3.736,0.147,-13.255,15:30:00,,25.239,0.31,0.001,0.314,640,1.8,1.8,Jul 640 Puts,,25,1.7
RUYTH,6.74,,,,6.3,0.316,P,-12.73,0.234,O,6.08,,0,0.048,,1413,0.017,0.312,080815,,080619,-15.384,0.147,-15.977,15:30:00,,60.09,0.307,0.012,0.31,640,6.08,5.98,Aug 640 Puts,,,5.8
RUYUH,10,,,,11.9,0.313,P,-17.601,0.23,O,11.52,,0,0.068,,1409,0.003,0.309,080919,,080619,-35.073,0.147,-15.136,15:30:00,,94.481,0.306,0.037,0.308,640,11.52,11.49,Sep 640 Puts,,,11.3
RUYXH,24.8,,,,24.7,0.31,P,-23.598,0.196,O,24.13,,0,0.107,,295,-0.007,0.306,081219,,080619,-97.513,0.147,-12.045,15:30:00,,157.735,0.302,0.102,0.307,640,24.13,24.3,Dec 640 Puts,,,23.5
RUYFJ,71.6,,,,81.9,,C,100,0,O,80.93,,0,0,,2729,0.004,,080620,,080619,1.78,0.147,-2.971,15:30:00,,0,,1,0.236,650,0.33,80.59,Jun 650 Calls,,,80.9
RUYGJ,92.99,,,,84,,C,90.185,0.253,O,83.95,,0,0.114,,78,0.004,,080718,,080619,45.592,0.147,-23.131,15:30:00,,35.662,,0.998,0.332,650,3.35,83.62,Jul 650 Calls,,,83
RUYHJ,98.8,,,,88.8,,C,83.626,0.266,O,88.75,,0,0.126,,86,0.001,,080815,,080619,81.216,0.147,-22.753,15:30:00,,71.151,,0.977,0.322,650,8.15,88.65,Aug 650 Calls,,,87.7
RUYIJ,95,,,,94.6,0.316,C,79.524,0.25,O,93.95,,0,0.139,,653,-0.001,0.31,080919,,080619,121.92,0.147,-20.007,15:30:00,,103.66,0.303,0.943,0.311,650,13.35,94.05,Sep 650 Calls,,,93.2
RUYLJ,101.5,,,,108.6,0.314,C,74.103,0.205,O,107.21,,0,0.17,,533,-0.004,0.306,081219,,080619,214.619,0.147,-16.322,15:30:00,,165.749,0.301,0.869,0.308,650,26.61,107.61,Dec 650 Calls,,,106.4
RUYRJ,0.05,,,,0.05,,P,0,0,O,0.03,,0,0,,21592,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,650,0.03,0,Jun 650 Puts,,,
RUYSJ,2.62,0.21,2.62,2.62,2.5,0.309,P,-8.091,0.239,O,2.34,2.62,0,0.03,2.41,16092,-0.021,0.304,080718,,080619,-4.871,0.147,-15.593,15:30:00,,30.91,0.297,0.002,0.305,650,2.34,2.39,Jul 650 Puts,,50,2.15
RUYTJ,7.7,0.22,7.7,7.7,7.5,0.307,P,-15.123,0.268,O,7.32,7.7,0,0.05,7.48,2967,0.01,0.305,080815,,080619,-18.299,0.147,-17.501,15:30:00,,67.545,0.302,0.023,0.304,650,7.32,7.25,Aug 650 Puts,,3,7.1
RUYUJ,14.06,,,,13.7,0.307,P,-19.99,0.253,O,13.38,,0,0.069,,7124,0.007,0.304,080919,,080619,-39.897,0.147,-16.093,15:30:00,,102.189,0.3,0.057,0.303,650,13.38,13.29,Sep 650 Puts,,,13
RUYXJ,26,,,,27.2,0.305,P,-25.649,0.208,O,26.57,,0,0.108,,13086,-0.007,0.302,081219,,080619,-106.161,0.147,-12.354,15:30:00,,164.927,0.298,0.131,0.303,650,26.57,26.75,Dec 650 Puts,,,26
RUYFL,60.8,,,,72,,C,100,0,O,70.9,,0,0.097,,1556,0.004,,080620,,080619,1.807,0.147,-3.017,15:30:00,,0,,1,0.236,660,0.3,70.59,Jun 660 Calls,,,70.8
RUYGL,81.14,,,,74.6,,C,87.874,0.306,O,74.53,,0,0.103,,114,0.001,,080718,,080619,44.983,0.147,-25.616,15:30:00,,41.499,,0.993,0.32,660,3.93,74.43,Jul 660 Calls,,,73.8
RUYHL,87.2,,,,80.3,0.315,C,81.052,0.3,O,80.1,,0,0.117,,140,0,0.313,080815,,080619,79.622,0.147,-24.063,15:30:00,,78.02,0.301,0.959,0.313,660,9.5,80.13,Aug 660 Calls,,,79.2
RUYIL,82.1,,,,86.6,0.309,C,77.012,0.273,O,85.77,,0,0.131,,285,-0.003,0.302,080919,,080619,119.344,0.147,-20.651,15:30:00,,110.808,0.298,0.915,0.304,660,15.17,86.03,Sep 660 Calls,,,85.3
RUYLL,100.2,,,,101.5,0.31,C,71.976,0.217,O,100.39,,0,0.162,,33,0.001,0.304,081219,,080619,210.574,0.147,-16.78,15:30:00,,172.417,0.297,0.836,0.303,660,29.79,100.33,Dec 660 Calls,,,99.3
RUYRL,0.08,,,,0.15,,P,0,0,O,0.08,,0,0.001,,32779,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,660,0.08,0,Jun 660 Puts,,,
RUYSL,3.38,0.12,3.38,3.38,3.2,0.298,P,-10.48,0.298,O,3.11,3.38,0,0.031,3.26,15104,-0.019,0.295,080718,,080619,-6.315,0.147,-18.398,15:30:00,,37.411,0.292,0.007,0.297,660,3.11,3.17,Jul 660 Puts,,50,3
RUYTL,9.4,,,,9.1,0.302,P,-17.869,0.305,O,8.83,,0,0.051,,1094,0.008,0.299,080815,,080619,-21.653,0.147,-19.053,15:30:00,,75.237,0.294,0.041,0.298,660,8.83,8.76,Aug 660 Puts,,,8.5
RUYUL,15.6,,,,15.7,0.301,P,-22.6,0.277,O,15.36,,0,0.071,,609,0.003,0.298,080919,,080619,-45.179,0.147,-16.882,15:30:00,,109.757,0.295,0.085,0.298,660,15.36,15.31,Sep 660 Puts,,,15
RUYXL,26.8,,,,30,0.302,P,-27.813,0.22,O,29.13,,0,0.11,,440,-0.009,0.297,081219,,080619,-115.31,0.147,-12.584,15:30:00,,171.79,0.293,0.164,0.298,660,29.13,29.39,Dec 660 Puts,,,28.5
RUYFN,59.92,,,,61.9,,C,100,0,O,61.33,,0,0.083,,5762,0.012,,080620,,080619,1.834,0.147,-3.063,15:30:00,,0,,1,0.236,670,0.73,60.59,Jun 670 Calls,,,60.9
RUYGN,65.37,,,,65.7,,C,85.028,0.368,O,65.3,,0,0.092,,269,-0.002,,080718,,080619,44.049,0.147,-28.181,15:30:00,,47.937,,0.981,0.308,670,4.7,65.46,Jul 670 Calls,,,64.9
RUYHN,-1,,,,72,0.307,C,78.125,0.337,O,71.5,,0,0.108,,140,-0.005,0.301,080815,,080619,77.591,0.147,-24.846,15:30:00,,84.975,0.295,0.931,0.305,670,10.9,71.84,Aug 670 Calls,,,71
RUYIN,80.6,,,,78.9,0.303,C,74.261,0.297,O,78.36,,0,0.122,,235,0.001,0.299,080919,,080619,116.27,0.147,-21.625,15:30:00,,117.766,0.292,0.878,0.298,670,17.76,78.26,Sep 670 Calls,,,77.6
RUYLN,100.9,,,,94.3,0.305,C,69.735,0.228,O,93.66,,0,0.154,,18,0.004,0.301,081219,,080619,206.004,0.147,-17.103,15:30:00,,178.705,0.293,0.798,0.299,670,33.06,93.26,Dec 670 Calls,,,92.3
RUYRN,0.04,-0.09,0.04,0.04,0.1,,P,0,0,O,0.05,0.04,0,0.001,0.13,22049,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,670,0.05,0,Jun 670 Puts,,2,
RUYSN,4.29,0.04,4.29,4.25,4.3,0.291,P,-13.476,0.366,O,4.2,4.25,0,0.032,4.25,11869,0.005,0.289,080718,,080619,-8.129,0.147,-21.71,15:30:00,,44.655,0.286,0.019,0.288,670,4.2,4.18,Jul 670 Puts,,25,4.1
RUYTN,10.3,,,,10.8,0.294,P,-20.988,0.344,O,10.54,,0,0.052,,3106,0,0.291,080815,,080619,-25.473,0.147,-20.405,15:30:00,,82.964,0.288,0.069,0.291,670,10.54,10.54,Aug 670 Puts,,,10.3
RUYUN,16,,,,17.9,0.296,P,-25.436,0.301,O,17.52,,0,0.072,,10662,-0.003,0.292,080919,,080619,-50.934,0.147,-17.522,15:30:00,,117.044,0.29,0.122,0.293,670,17.52,17.57,Sep 670 Puts,,,17.3
RUYXN,49.11,,,,32.9,0.298,P,-30.089,0.232,O,33.1,,0,0.112,,93,0.027,0.299,081219,,080619,-124.964,0.147,-13.135,15:30:00,,178.24,0.291,0.202,0.294,670,33.1,32.22,Dec 670 Puts,,,31.7
RUYFP,52.6,,,,51.9,,C,100,0,O,51.5,,0,0.069,,12366,0.018,,080620,,080619,1.862,0.147,-3.108,15:30:00,,0,,1,0.236,680,0.9,50.59,Jun 680 Calls,,,51
RUYGP,52.6,,,,57,0.301,C,81.549,0.437,O,56.41,,0,0.082,,449,-0.006,0.29,080718,,080619,42.726,0.147,-29.663,15:30:00,,54.839,0.286,0.958,0.296,680,5.81,56.75,Jul 680 Calls,,,56.2
RUYHP,74,,,,64.1,0.299,C,74.817,0.374,O,64.05,,0,0.099,,199,0.003,0.298,080815,,080619,75.083,0.147,-26.59,15:30:00,,91.83,0.287,0.89,0.296,680,13.45,63.84,Aug 680 Calls,,,63
RUYIP,85,,,,71.3,0.296,C,71.266,0.32,O,71.38,,0,0.114,,11304,0.009,0.297,080919,,080619,112.681,0.147,-22.521,15:30:00,,124.37,0.286,0.833,0.292,680,20.78,70.76,Sep 680 Calls,,,70.1
RUYLP,83.82,,,,87.4,0.3,C,67.379,0.24,O,86.32,,0,0.147,,29,-0.001,0.294,081219,,080619,200.912,0.147,-17.153,15:30:00,,184.52,0.289,0.755,0.294,680,35.72,86.41,Dec 680 Calls,,,85.5
RUYRP,0.15,,,,0.15,,P,0,0,O,0.1,,0,0.001,,30067,,,080620,,080619,0,0.147,0,15:30:00,,0,,0,0.236,680,0.1,0,Jun 680 Puts,,,0.05
