Symbol,Last,Change,High,Low,Ask,Ask IV,Call/Put,Delta,Gamma,Item Type,Market Price,Open,Original Price,Pcnt To Double,Previous Close,Open Interest,Percent O/U,Mid IV,Exp.Date,Existing Posn.,Date,Rho,SV,Theta,Time,Trade,Vega,Bid IV,Prob.Finish.ITM,Projected Volty,Strike Price,Time Premium,Th.Price,Description,At Price,Volume,Bid
RUT,736.2,0.2,736.6,733.4,,, ,1,0,I,736.2,736.3,0,,736,,,,,,080515,,0.132,,15:30:00,,,,,,,,,RUT Index,0,,
RUWQR,0.05,,,,0.05,,P,0,0,O,0.03,,0,0,,9126,,,080516,,080515,0,0.132,0,15:30:00,,0,,0,0.217,590,0.03,0,May 590 Puts,,351,
RUWRR,0.45,0,0.45,0.45,,,P,-1.654,0.053,O,0.45,0.45,0,0.029,0.45,8406,-0.062,,080620,,080515,-1.244,0.132,-4.321,15:30:00,,9.564,,0,0.339,590,0.45,0.48,Jun 590 Puts,,179,
RUWSR,-1,,,,1.95,0.325,P,-4.352,0.093,O,1.8,,0,0.043,,604,-0.027,0.32,080718,,080515,-5.913,0.132,-6.803,15:30:00,,28.467,0.314,0,0.321,590,1.8,1.85,Jul 590 Puts,,,1.65
RUWUR,-1,,,,7.1,0.317,P,-10.098,0.129,O,6.9,,0,0.071,,484,-0.028,0.315,080919,,080515,-28.113,0.132,-8.966,15:30:00,,76.425,0.312,0.002,0.317,590,6.9,7.1,Sep 590 Puts,,,6.7
RUWXR,-1,,,,15,0.311,P,-14.745,0.132,O,14.65,,0,0.102,,48,-0.011,0.309,081219,,080515,-72.803,0.132,-8.541,15:30:00,,129.902,0.306,0.015,0.31,590,14.65,14.81,Dec 590 Puts,,,14.3
RUWQT,0.02,,,,0.05,,P,0,0,O,0.02,,0,0,,18614,,,080516,,080515,0,0.132,0,15:30:00,,0,,0,0.217,600,0.02,0,May 600 Puts,,249,
RUWRT,0.55,,,,0.75,0.34,P,-2.147,0.068,O,0.62,,0,0.03,,10120,-0.016,0.33,080620,,080515,-1.615,0.132,-5.221,15:30:00,,11.931,0.319,0,0.33,600,0.62,0.63,Jun 600 Puts,,205,0.5
RUWST,2.25,0.44,2.25,2.25,2.4,0.319,P,-5.294,0.112,O,2.25,2.25,0,0.044,1.81,797,-0.009,0.314,080718,,080515,-7.196,0.132,-7.885,15:30:00,,33.283,0.31,0,0.315,600,2.25,2.27,Jul 600 Puts,,10,2.1
RUWUT,-1,,,,8.2,0.313,P,-11.443,0.144,O,8,,0,0.072,,315,-0.016,0.31,080919,,080515,-31.885,0.132,-9.707,15:30:00,,83.611,0.308,0.004,0.312,600,8,8.13,Sep 600 Puts,,,7.8
RUWXT,-1,,,,16.7,0.307,P,-16.176,0.143,O,16.35,,0,0.103,,3481,-0.003,0.305,081219,,080515,-79.965,0.132,-8.957,15:30:00,,138.083,0.302,0.022,0.305,600,16.35,16.4,Dec 600 Puts,,,16
RUYEB,107.87,0,107.87,107.87,126.5,,C,100,0,O,124.9,107.87,0,0,107.87,315,-0.01,,080516,,080515,1.67,0.132,-2.422,15:30:00,,0,,1,0.217,610,-1.3,126.19,May 610 Calls,,,125
RUYFB,-1,,,,126.4,,C,95.923,0.107,O,125.8,,0,0.169,,449,-0.011,,080620,,080515,56.939,0.132,-12.3,15:30:00,,20.275,,1,0.355,610,-0.4,127.26,Jun 610 Calls,,,125.2
RUYGB,-1,,,,128.3,,C,93.063,0.137,O,127.8,,0,0.172,,37,-0.008,,080718,,080515,97.115,0.132,-12.554,15:30:00,,41.093,,1,0.317,610,1.6,128.78,Jul 610 Calls,,,127.3
RUYIB,-1,,,,134.8,,C,87.203,0.159,O,133.9,,0,0.186,,168,-0.004,,080919,,080515,175.15,0.132,-13.176,15:30:00,,90.438,,0.992,0.304,610,7.7,134.38,Sep 610 Calls,,,133
RUYLB,-1,,,,143.5,0.303,C,82.508,0.154,O,142.8,,0,0.206,,,0,0.298,081219,,080515,273.569,0.132,-12.233,15:30:00,,145.188,0.293,0.967,0.298,610,16.6,142.8,Dec 610 Calls,,,142.1
RUYQB,0.03,,,,0.05,,P,0,0,O,0.03,,0,0,,10075,,,080516,,080515,0,0.132,0,15:30:00,,0,,0,0.217,610,0.03,0,May 610 Puts,,143,
RUYRB,-1,,,,0.9,0.327,P,-2.783,0.086,O,0.8,,0,0.03,,8264,-0.024,0.32,080620,,080515,-2.094,0.132,-6.244,15:30:00,,14.829,0.313,0,0.321,610,0.8,0.82,Jun 610 Puts,,,0.7
RUYSB,2.64,0,2.64,2.64,2.9,0.311,P,-6.42,0.133,O,2.74,2.64,0,0.044,2.64,1058,-0.018,0.307,080718,,080515,-8.732,0.132,-8.937,15:30:00,,38.71,0.303,0,0.308,610,2.74,2.79,Jul 610 Puts,,,2.6
